"target_id"	"length"	"eff_length"	"est_counts"	"tpm"
"75749"	"ENSMUST00000022176.14"	4425	4325.02	13672.5	87.0157
"75798"	"ENSMUST00000006035.12"	1377	1277.02	2636.58	56.8306
"75808"	"ENSMUST00000020579.8"	3892	3792.02	11021	79.9999
"75919"	"ENSMUST00000003575.9"	2128	2028.02	2716.52	36.8706
"76084"	"ENSMUST00000007216.8"	2937	2837.02	3410.9	33.0937
"76209"	"ENSMUST00000020756.8"	2707	2607.02	3499.73	36.9512
"76212"	"ENSMUST00000014642.9"	6620	6520.02	4085.93	17.2497
"76427"	"ENSMUST00000021993.4"	535	435.245	6209.18	392.68
"76691"	"ENSMUST00000019939.11"	1401	1301.02	3973.88	84.0756
"76740"	"ENSMUST00000022429.8"	2165	2065.02	2939.95	39.1881
"76747"	"ENSMUST00000022458.10"	3460	3360.02	2867.93	23.4944
"77226"	"ENSMUST00000020251.9"	5390	5290.02	2919.96	15.1935
"77245"	"ENSMUST00000020145.11"	2456	2356.02	11113.9	129.845
"77423"	"ENSMUST00000018337.8"	11586	11486	2539.91	6.08677
"77433"	"ENSMUST00000018431.12"	1159	1059.02	2552.32	66.3392
"77575"	"ENSMUST00000022609.6"	2851	2751.02	3640.72	36.4278
"77594"	"ENSMUST00000020578.10"	1577	1477.02	3970	73.9848
"77623"	"ENSMUST00000023116.6"	2918	2818.02	14619.9	142.803
"77706"	"ENSMUST00000020238.13"	2825	2725.02	55073.3	556.302
"77794"	"ENSMUST00000020640.7"	1447	1347.02	51623.2	1054.9
"77934"	"ENSMUST00000020576.7"	3512	3412.02	10005	80.7131
"78055"	"ENSMUST00000003123.9"	2564	2464.02	2876.47	32.1332
"78207"	"ENSMUST00000023269.4"	677	577.15	41762.2	1991.74
"78702"	"ENSMUST00000002291.11"	5850	5750.02	5557.35	26.6034
"78709"	"ENSMUST00000019514.9"	2290	2190.02	8433.46	105.998
"78904"	"ENSMUST00000007296.11"	7163	7063.02	7828.03	30.5071
"78921"	"ENSMUST00000019382.16"	1158	1058.02	6788.4	176.609
"79216"	"ENSMUST00000007042.5"	1996	1896.02	5059.78	73.456
"79246"	"ENSMUST00000021412.8"	1042	942.019	7328.48	214.138
"79385"	"ENSMUST00000001480.13"	4215	4115.02	9843.39	65.8433
"79688"	"ENSMUST00000020705.4"	2911	2811.02	6998.25	68.5274
"79990"	"ENSMUST00000018577.7"	3158	3058.02	3337.66	30.0428
"80497"	"ENSMUST00000018691.8"	5053	4953.02	4421.11	24.5697
"80863"	"ENSMUST00000023112.11"	1300	1200.02	7922.16	181.716
"80935"	"ENSMUST00000020755.11"	5125	5025.02	3361.21	18.4118
"81005"	"ENSMUST00000020078.13"	4327	4227.02	2791.29	18.1764
"81040"	"ENSMUST00000022977.13"	2758	2658.02	8164.66	84.551
"81122"	"ENSMUST00000021930.9"	2783	2683.02	3701.6	37.9755
"81191"	"ENSMUST00000003461.14"	4127	4027.02	5110.36	34.9306
"81569"	"ENSMUST00000019937.4"	6032	5932.02	3313.54	15.3755
"81782"	"ENSMUST00000014370.10"	2098	1998.02	13789.8	189.975
"82063"	"ENSMUST00000013807.7"	8292	8192.02	10913.8	36.6711
"82076"	"ENSMUST00000018875.12"	5625	5525.02	3630.85	18.0889
"82269"	"ENSMUST00000022264.12"	9213	9113.02	2524.68	7.62574
"82378"	"ENSMUST00000003310.6"	9608	9508.02	15394.5	44.567
"82381"	"ENSMUST00000000767.5"	2942	2842.02	8732.6	84.5775
"82421"	"ENSMUST00000001109.10"	1907	1807.02	3404.25	51.8558
"82547"	"ENSMUST00000021668.9"	3299	3199.02	7969.4	68.5721
"82556"	"ENSMUST00000016463.3"	1240	1140.02	18712.9	451.823
"82753"	"ENSMUST00000019649.3"	1499	1399.02	35764	703.657
"82789"	"ENSMUST00000021091.14"	5803	5703.02	4619.97	22.2984
"82818"	"ENSMUST00000010239.5"	1819	1719.02	7104.02	113.753
"83177"	"ENSMUST00000020522.8"	3730	3630.02	6962.02	52.7916
"83719"	"ENSMUST00000022511.9"	6974	6874.02	2527.6	10.1213
"84063"	"ENSMUST00000021332.9"	1022	922.019	12630.6	377.07
"84304"	"ENSMUST00000007993.15"	4465	4365.02	4141.74	26.1177
"84366"	"ENSMUST00000000608.7"	4127	4027.02	2925	19.9931
"84456"	"ENSMUST00000021063.12"	1904	1804.02	6544.92	99.8623
"84487"	"ENSMUST00000004554.13"	761	661.15	48434.8	2016.49
"84648"	"ENSMUST00000022344.3"	3132	3032.02	3659.95	33.2263
"84653"	"ENSMUST00000021574.7"	2442	2342.02	4177.43	49.0973
"84714"	"ENSMUST00000017365.14"	2148	2048.02	9366.42	125.886
"84844"	"ENSMUST00000005923.6"	1183	1083.02	6793.67	172.666
"85018"	"ENSMUST00000016771.12"	7433	7333.02	24925.4	93.5614
"85049"	"ENSMUST00000003038.11"	4646	4546.02	6820.83	41.2995
"85275"	"ENSMUST00000019026.9"	2431	2331.02	5376	63.4822
"85377"	"ENSMUST00000013759.5"	4691	4591.02	7800.79	46.7701
"85386"	"ENSMUST00000022169.9"	1905	1805.02	7300.74	111.333
"85779"	"ENSMUST00000006112.6"	4185	4085.02	2809.42	18.9305
"86093"	"ENSMUST00000018744.14"	2858	2758.02	4938.18	49.2842
"86172"	"ENSMUST00000019986.12"	10713	10613	2084.53	5.40639
"86224"	"ENSMUST00000005532.8"	6091	5991.02	17963.8	82.5345
"86339"	"ENSMUST00000015449.5"	7183	7083.02	3117.13	12.1136
"86540"	"ENSMUST00000005749.5"	4300	4200.02	3612.85	23.6776
"86753"	"ENSMUST00000009699.15"	1733	1633.02	3173.44	53.4907
"86812"	"ENSMUST00000017354.12"	3410	3310.02	2453.71	20.4047
"86994"	"ENSMUST00000020381.4"	6420	6320.02	2952.33	12.8583
"87212"	"ENSMUST00000005671.9"	11409	11309	4294.69	10.4531
"87372"	"ENSMUST00000017821.11"	2476	2376.02	3545.79	41.0773
"87473"	"ENSMUST00000019470.13"	2664	2564.02	7403.32	79.4774
"87494"	"ENSMUST00000022189.8"	3249	3149.02	3725.99	32.5691
"87497"	"ENSMUST00000000394.13"	2290	2190.02	3036	38.1586
"87509"	"ENSMUST00000020107.7"	7130	7030.02	5890.33	23.0633
"87726"	"ENSMUST00000004140.10"	1289	1189.02	2459.72	56.9422
"87805"	"ENSMUST00000006565.12"	1793	1693.02	7186.71	116.844
"88096"	"ENSMUST00000021133.15"	2526	2426.02	3542.85	40.1973
"88655"	"ENSMUST00000004379.7"	1034	934.019	4223.16	124.457
"88723"	"ENSMUST00000004381.13"	2281	2181.02	2900.68	36.6082
"89010"	"ENSMUST00000022185.9"	2741	2641.02	3545.08	36.9482
"89182"	"ENSMUST00000021719.6"	366	266.319	3603.1	372.403
"89196"	"ENSMUST00000022613.9"	2913	2813.02	4502.76	44.06
"89501"	"ENSMUST00000022256.4"	1387	1287.02	3591.92	76.8211
"89976"	"ENSMUST00000021669.14"	749	649.15	3367.12	142.775
"90038"	"ENSMUST00000017530.3"	2078	1978.02	2699.27	37.5624
"90154"	"ENSMUST00000018748.8"	4856	4756.02	12417.7	71.868
"90436"	"ENSMUST00000003183.11"	2072	1972.02	4094.34	57.1493
"90698"	"ENSMUST00000015605.14"	2566	2466.02	3165.57	35.3341
"90759"	"ENSMUST00000003527.9"	3513	3413.02	4475.14	36.0916
"90947"	"ENSMUST00000008826.13"	799	699.019	14685.5	578.279
"91078"	"ENSMUST00000015100.14"	5962	5862.02	4716.13	22.1451
"91239"	"ENSMUST00000020463.13"	3118	3018.02	3151.19	28.7403
"91303"	"ENSMUST00000020285.9"	2613	2513.02	2796.98	30.636
"91458"	"ENSMUST00000021425.7"	1377	1277.02	7106.17	153.171
"91602"	"ENSMUST00000018737.12"	2300	2200.02	4169.69	52.1694
"91762"	"ENSMUST00000005487.11"	1298	1198.02	2949.11	67.7587
"91818"	"ENSMUST00000000090.7"	645	545.15	14560.9	735.207
"92082"	"ENSMUST00000019576.14"	1656	1556.02	5865.72	103.764
"92168"	"ENSMUST00000005705.7"	3245	3145.02	48507.8	424.548
"92689"	"ENSMUST00000007865.6"	1356	1256.02	3459.33	75.8114
"92779"	"ENSMUST00000001712.7"	7417	7317.02	4435.25	16.6849
"92806"	"ENSMUST00000006137.8"	2320	2220.02	6794.24	84.2408
"92879"	"ENSMUST00000022293.13"	1954	1854.02	8291.94	123.106
"92959"	"ENSMUST00000019276.11"	5849	5749.02	7064.47	33.8239
"93087"	"ENSMUST00000021530.7"	4724	4624.02	4531.5	26.975
"93191"	"ENSMUST00000001042.9"	2027	1927.02	4113.2	58.7533
"93337"	"ENSMUST00000007708.13"	2410	2310.02	8328.27	99.2379
"93368"	"ENSMUST00000018274.9"	3675	3575.02	2871.02	22.1053
"93580"	"ENSMUST00000018569.13"	3813	3713.02	3227.34	23.9252
"93594"	"ENSMUST00000005830.14"	1467	1367.02	5614.49	113.051
"94001"	"ENSMUST00000005066.8"	2436	2336.02	3606.61	42.4973
"94055"	"ENSMUST00000005003.11"	3510	3410.02	12493.6	100.849
"94263"	"ENSMUST00000004375.15"	1318	1218.02	12869	290.823
"94454"	"ENSMUST00000015003.9"	1993	1893.02	5757.54	83.7183
"94795"	"ENSMUST00000001825.8"	5789	5689.02	2746.99	13.291
"94897"	"ENSMUST00000005041.14"	2183	2083.02	10722.8	141.695
"94983"	"ENSMUST00000020980.11"	2193	2093.02	13681.6	179.929
"95436"	"ENSMUST00000023486.14"	4890	4790.02	28235.5	162.255
