"target_id"	"length"	"eff_length"	"est_counts"	"tpm"
"75749"	"ENSMUST00000022176.14"	4425	4320.97	9437.8	69.5635
"75798"	"ENSMUST00000006035.12"	1377	1272.97	2054.54	51.4029
"75808"	"ENSMUST00000020579.8"	3892	3787.97	7795.34	65.5421
"75919"	"ENSMUST00000003575.9"	2128	2023.97	1920.43	30.2193
"76084"	"ENSMUST00000007216.8"	2937	2832.97	3181.63	35.7684
"76209"	"ENSMUST00000020756.8"	2707	2602.97	3272.45	40.0402
"76212"	"ENSMUST00000014642.9"	6620	6515.97	3093.72	15.1215
"76427"	"ENSMUST00000021993.4"	535	430.974	4861.83	359.287
"76691"	"ENSMUST00000019939.11"	1401	1296.97	4450.69	109.292
"76740"	"ENSMUST00000022429.8"	2165	2060.97	3049.6	47.1262
"76747"	"ENSMUST00000022458.10"	3460	3355.97	2252.8	21.3794
"77226"	"ENSMUST00000020251.9"	5390	5285.97	1553.88	9.36233
"77245"	"ENSMUST00000020145.11"	2456	2351.97	7695.13	104.202
"77423"	"ENSMUST00000018337.8"	11586	11482	2341.69	6.49538
"77433"	"ENSMUST00000018431.12"	1159	1054.97	2814.97	84.9815
"77575"	"ENSMUST00000022609.6"	2851	2746.97	3494.01	40.5099
"77594"	"ENSMUST00000020578.10"	1577	1472.97	3738.7	80.8383
"77623"	"ENSMUST00000023116.6"	2918	2813.97	11716.3	132.605
"77706"	"ENSMUST00000020238.13"	2825	2720.97	31932.4	373.766
"77794"	"ENSMUST00000020640.7"	1447	1342.97	65712.5	1558.38
"77934"	"ENSMUST00000020576.7"	3512	3407.97	9099.88	85.0417
"78055"	"ENSMUST00000003123.9"	2564	2459.97	2472.87	32.0158
"78207"	"ENSMUST00000023269.4"	677	572.974	37962.4	2110.14
"78702"	"ENSMUST00000002291.11"	5850	5745.97	4519.57	25.051
"78709"	"ENSMUST00000019514.9"	2290	2185.97	6377.46	92.917
"78904"	"ENSMUST00000007296.11"	7163	7058.97	6454.2	29.1201
"78921"	"ENSMUST00000019382.16"	1158	1053.97	4346.06	131.328
"79216"	"ENSMUST00000007042.5"	1996	1891.97	5500.88	92.5996
"79246"	"ENSMUST00000021412.8"	1042	937.974	5974.62	202.867
"79385"	"ENSMUST00000001480.13"	4215	4110.97	10702.1	82.9119
"79688"	"ENSMUST00000020705.4"	2911	2806.97	6909.57	78.3979
"79990"	"ENSMUST00000018577.7"	3158	3053.97	3003.84	31.3259
"80497"	"ENSMUST00000018691.8"	5053	4948.97	4183.87	26.9249
"80863"	"ENSMUST00000023112.11"	1300	1195.97	6948.86	185.048
"80935"	"ENSMUST00000020755.11"	5125	5020.97	3309.71	20.9939
"81005"	"ENSMUST00000020078.13"	4327	4222.97	2878.73	21.7108
"81040"	"ENSMUST00000022977.13"	2758	2653.97	3785.09	45.4225
"81122"	"ENSMUST00000021930.9"	2783	2678.97	3110.78	36.9822
"81191"	"ENSMUST00000003461.14"	4127	4022.97	6214.42	49.1978
"81569"	"ENSMUST00000019937.4"	6032	5927.97	2633.39	14.1482
"81782"	"ENSMUST00000014370.10"	2098	1993.97	8889.18	141.982
"82063"	"ENSMUST00000013807.7"	8292	8187.97	8364.01	32.5335
"82076"	"ENSMUST00000018875.12"	5625	5520.97	4458.83	25.7216
"82269"	"ENSMUST00000022264.12"	9213	9108.97	2217	7.75154
"82378"	"ENSMUST00000003310.6"	9608	9503.97	12145.6	40.7012
"82381"	"ENSMUST00000000767.5"	2942	2837.97	7991.64	89.685
"82421"	"ENSMUST00000001109.10"	1907	1802.97	1562.05	27.5929
"82547"	"ENSMUST00000021668.9"	3299	3194.97	8233.72	82.0769
"82556"	"ENSMUST00000016463.3"	1240	1135.97	15475.6	433.883
"82753"	"ENSMUST00000019649.3"	1499	1394.97	30476.2	695.805
"82789"	"ENSMUST00000021091.14"	5803	5698.97	6257.11	34.9679
"82818"	"ENSMUST00000010239.5"	1819	1714.97	5210.65	96.7669
"83177"	"ENSMUST00000020522.8"	3730	3625.97	5617.12	49.338
"83719"	"ENSMUST00000022511.9"	6974	6869.97	2795.65	12.9604
"84063"	"ENSMUST00000021332.9"	1022	917.974	8027.69	278.517
"84304"	"ENSMUST00000007993.15"	4465	4360.97	3821.8	27.9111
"84366"	"ENSMUST00000000608.7"	4127	4022.97	2619	20.7339
"84456"	"ENSMUST00000021063.12"	1904	1799.97	6396.51	113.18
"84487"	"ENSMUST00000004554.13"	761	656.974	42706.4	2070.32
"84648"	"ENSMUST00000022344.3"	3132	3027.97	2652.53	27.8997
"84653"	"ENSMUST00000021574.7"	2442	2337.97	3812.72	51.9382
"84714"	"ENSMUST00000017365.14"	2148	2043.97	8365.09	130.343
"84844"	"ENSMUST00000005923.6"	1183	1078.97	5678.87	167.627
"85018"	"ENSMUST00000016771.12"	7433	7328.97	29711.2	129.113
"85049"	"ENSMUST00000003038.11"	4646	4541.97	6409.44	44.9436
"85275"	"ENSMUST00000019026.9"	2431	2326.97	4759.45	65.1415
"85377"	"ENSMUST00000013759.5"	4691	4586.97	6095.41	42.3223
"85386"	"ENSMUST00000022169.9"	1905	1800.97	6939.52	122.72
"85779"	"ENSMUST00000006112.6"	4185	4080.97	2670.02	20.8374
"86093"	"ENSMUST00000018744.14"	2858	2753.97	5695.22	65.8632
"86172"	"ENSMUST00000019986.12"	10713	10609	2556.02	7.67333
"86224"	"ENSMUST00000005532.8"	6091	5986.97	11275.6	59.9823
"86339"	"ENSMUST00000015449.5"	7183	7078.97	3011.99	13.5511
"86540"	"ENSMUST00000005749.5"	4300	4195.97	3495.33	26.5306
"86753"	"ENSMUST00000009699.15"	1733	1628.97	3545.46	69.3188
"86812"	"ENSMUST00000017354.12"	3410	3305.97	2911.89	28.0522
"86994"	"ENSMUST00000020381.4"	6420	6315.97	3724.75	18.7823
"87212"	"ENSMUST00000005671.9"	11409	11305	2858.66	8.05352
"87372"	"ENSMUST00000017821.11"	2476	2371.97	5150.87	69.1612
"87473"	"ENSMUST00000019470.13"	2664	2559.97	8253.46	102.682
"87494"	"ENSMUST00000022189.8"	3249	3144.97	2869.56	29.0596
"87497"	"ENSMUST00000000394.13"	2290	2185.97	2206.02	32.1408
"87509"	"ENSMUST00000020107.7"	7130	7025.97	5039.82	22.8455
"87726"	"ENSMUST00000004140.10"	1289	1184.97	3850.09	103.48
"87805"	"ENSMUST00000006565.12"	1793	1688.97	4487.47	84.6195
"88096"	"ENSMUST00000021133.15"	2526	2421.97	4188.31	55.0759
"88655"	"ENSMUST00000004379.7"	1034	929.974	3623.1	124.08
"88723"	"ENSMUST00000004381.13"	2281	2176.97	2795.06	40.8912
"89010"	"ENSMUST00000022185.9"	2741	2636.97	1702.85	20.5666
"89182"	"ENSMUST00000021719.6"	366	262.006	2877.19	349.743
"89196"	"ENSMUST00000022613.9"	2913	2808.97	5526.01	62.655
"89501"	"ENSMUST00000022256.4"	1387	1282.97	3071.3	76.2423
"89976"	"ENSMUST00000021669.14"	749	644.974	3163.09	156.193
"90038"	"ENSMUST00000017530.3"	2078	1973.97	2368.2	38.2094
"90154"	"ENSMUST00000018748.8"	4856	4751.97	10059.9	67.4238
"90436"	"ENSMUST00000003183.11"	2072	1967.97	2974.6	48.1395
"90698"	"ENSMUST00000015605.14"	2566	2461.97	1764.81	22.8301
"90759"	"ENSMUST00000003527.9"	3513	3408.97	3528.25	32.9631
"90947"	"ENSMUST00000008826.13"	799	694.974	13963.4	639.903
"91078"	"ENSMUST00000015100.14"	5962	5857.97	4471.97	24.3133
"91239"	"ENSMUST00000020463.13"	3118	3013.97	2131.63	22.525
"91303"	"ENSMUST00000020285.9"	2613	2508.97	2471.26	31.37
"91458"	"ENSMUST00000021425.7"	1377	1272.97	5800.45	145.122
"91602"	"ENSMUST00000018737.12"	2300	2195.97	2641.4	38.3088
"91762"	"ENSMUST00000005487.11"	1298	1193.97	2121.74	56.5966
"91818"	"ENSMUST00000000090.7"	645	540.974	10143.7	597.189
"92082"	"ENSMUST00000019576.14"	1656	1551.97	4419.08	90.6858
"92168"	"ENSMUST00000005705.7"	3245	3140.97	28901.6	293.055
"92689"	"ENSMUST00000007865.6"	1356	1251.97	2140.58	54.4539
"92779"	"ENSMUST00000001712.7"	7417	7312.97	3861.47	16.8171
"92806"	"ENSMUST00000006137.8"	2320	2215.97	6333.87	91.0325
"92879"	"ENSMUST00000022293.13"	1954	1849.97	7770.9	133.782
"92959"	"ENSMUST00000019276.11"	5849	5744.97	5556.8	30.8055
"93087"	"ENSMUST00000021530.7"	4724	4619.97	4202.86	28.9733
"93191"	"ENSMUST00000001042.9"	2027	1922.97	3077.26	50.9663
"93337"	"ENSMUST00000007708.13"	2410	2305.97	6564.59	90.6662
"93368"	"ENSMUST00000018274.9"	3675	3570.97	3336.63	29.7586
"93580"	"ENSMUST00000018569.13"	3813	3708.97	3761.86	32.3028
"93594"	"ENSMUST00000005830.14"	1467	1362.97	5712.39	133.482
"94001"	"ENSMUST00000005066.8"	2436	2331.97	3039.14	41.5069
"94055"	"ENSMUST00000005003.11"	3510	3405.97	8555.04	79.9968
"94263"	"ENSMUST00000004375.15"	1318	1213.97	12135.4	318.373
"94454"	"ENSMUST00000015003.9"	1993	1888.97	4330.5	73.0137
"94795"	"ENSMUST00000001825.8"	5789	5684.97	2449.1	13.7205
"94897"	"ENSMUST00000005041.14"	2183	2078.97	9845.56	150.829
"94983"	"ENSMUST00000020980.11"	2193	2088.97	10793	164.551
"95436"	"ENSMUST00000023486.14"	4890	4785.97	17653.6	117.477
