"target_id"	"length"	"eff_length"	"est_counts"	"tpm"
"75693"	"ENSMUST00000001460.13"	3482	3372.87	3933.75	72.0929
"75749"	"ENSMUST00000022176.14"	4425	4315.87	3018.09	43.2264
"75798"	"ENSMUST00000006035.12"	1377	1267.87	996.899	48.6029
"75808"	"ENSMUST00000020579.8"	3892	3782.87	4284.93	70.0177
"75919"	"ENSMUST00000003575.9"	2128	2018.87	1453.17	44.4932
"76084"	"ENSMUST00000007216.8"	2937	2827.87	1192.1	26.0578
"76209"	"ENSMUST00000020756.8"	2707	2597.87	1470.42	34.9872
"76212"	"ENSMUST00000014642.9"	6620	6510.87	1618.35	15.3645
"76427"	"ENSMUST00000021993.4"	535	426.147	2698.26	391.391
"76691"	"ENSMUST00000019939.11"	1401	1291.87	2002.45	95.8138
"76740"	"ENSMUST00000022429.8"	2165	2055.87	2323.88	69.8722
"76747"	"ENSMUST00000022458.10"	3460	3350.87	1076.24	19.8536
"77226"	"ENSMUST00000020251.9"	5390	5280.87	780.032	9.13046
"77245"	"ENSMUST00000020145.11"	2456	2346.87	5356.42	141.082
"77423"	"ENSMUST00000018337.8"	11586	11476.9	1306.26	7.03545
"77433"	"ENSMUST00000018431.12"	1159	1049.87	1825.48	107.48
"77575"	"ENSMUST00000022609.6"	2851	2741.87	1634.83	36.8562
"77594"	"ENSMUST00000020578.10"	1577	1467.87	2422.19	102.002
"77623"	"ENSMUST00000023116.6"	2918	2808.87	6591.41	145.055
"77706"	"ENSMUST00000020238.13"	2825	2715.87	15326.6	348.837
"77794"	"ENSMUST00000020640.7"	1447	1337.87	35097.6	1621.62
"77934"	"ENSMUST00000020576.7"	3512	3402.87	5687	103.306
"78055"	"ENSMUST00000003123.9"	2564	2454.87	1000.32	25.1881
"78207"	"ENSMUST00000023269.4"	677	568.069	19554.1	2127.76
"78702"	"ENSMUST00000002291.11"	5850	5740.87	2428.34	26.1468
"78709"	"ENSMUST00000019514.9"	2290	2180.87	3239.26	91.8125
"78904"	"ENSMUST00000007296.11"	7163	7053.87	3482.01	30.5132
"78921"	"ENSMUST00000019382.16"	1158	1048.87	2478.06	146.041
"79216"	"ENSMUST00000007042.5"	1996	1886.87	2849.98	93.3652
"79246"	"ENSMUST00000021412.8"	1042	932.872	2776.21	183.957
"79385"	"ENSMUST00000001480.13"	4215	4105.87	5183.92	78.0439
"79688"	"ENSMUST00000020705.4"	2911	2801.87	3089.36	68.1564
"79990"	"ENSMUST00000018577.7"	3158	3048.87	1992.13	40.3892
"80497"	"ENSMUST00000018691.8"	5053	4943.87	1832.22	22.9084
"80863"	"ENSMUST00000023112.11"	1300	1190.87	3727.5	193.481
"80935"	"ENSMUST00000020755.11"	5125	5015.87	1774.93	21.8736
"81005"	"ENSMUST00000020078.13"	4327	4217.87	1909.05	27.9776
"81040"	"ENSMUST00000022977.13"	2758	2648.87	1646.58	38.4245
"81122"	"ENSMUST00000021930.9"	2783	2673.87	1753.92	40.5466
"81191"	"ENSMUST00000003461.14"	4127	4017.87	2926.73	45.027
"81569"	"ENSMUST00000019937.4"	6032	5922.87	1227.62	12.8121
"81782"	"ENSMUST00000014370.10"	2098	1988.87	4850.73	150.76
"82063"	"ENSMUST00000013807.7"	8292	8182.87	4102.96	30.994
"82076"	"ENSMUST00000018875.12"	5625	5515.87	2381.92	26.6931
"82269"	"ENSMUST00000022264.12"	9213	9103.87	1057.57	7.18077
"82378"	"ENSMUST00000003310.6"	9608	9498.87	5805.36	37.7784
"82381"	"ENSMUST00000000767.5"	2942	2832.87	3360.08	73.3178
"82421"	"ENSMUST00000001109.10"	1907	1797.87	860.063	29.5704
"82547"	"ENSMUST00000021668.9"	3299	3189.87	4228.57	81.942
"82556"	"ENSMUST00000016463.3"	1240	1130.87	7592.99	415.036
"82753"	"ENSMUST00000019649.3"	1499	1389.87	17297	769.275
"82789"	"ENSMUST00000021091.14"	5803	5693.87	3361.94	36.4979
"82818"	"ENSMUST00000010239.5"	1819	1709.87	2304.01	83.2925
"83177"	"ENSMUST00000020522.8"	3730	3620.87	3098.58	52.8975
"83719"	"ENSMUST00000022511.9"	6974	6864.87	1858.55	16.7351
"84063"	"ENSMUST00000021332.9"	1022	912.872	6858.9	464.441
"84304"	"ENSMUST00000007993.15"	4465	4355.87	1604.94	22.7756
"84366"	"ENSMUST00000000608.7"	4127	4017.87	2071	31.8618
"84456"	"ENSMUST00000021063.12"	1904	1794.87	3010.39	103.675
"84487"	"ENSMUST00000004554.13"	761	652.069	24895.4	2360
"84648"	"ENSMUST00000022344.3"	3132	3022.87	1274.78	26.0676
"84653"	"ENSMUST00000021574.7"	2442	2332.87	1841.91	48.8048
"84714"	"ENSMUST00000017365.14"	2148	2038.87	3825.53	115.981
"84844"	"ENSMUST00000005923.6"	1183	1073.87	2939.3	169.191
"85018"	"ENSMUST00000016771.12"	7433	7323.87	14594.7	123.18
"85049"	"ENSMUST00000003038.11"	4646	4536.87	3100.47	42.2432
"85275"	"ENSMUST00000019026.9"	2431	2321.87	2315.94	61.6559
"85377"	"ENSMUST00000013759.5"	4691	4581.87	2943	39.704
"85386"	"ENSMUST00000022169.9"	1905	1795.87	3749.13	129.045
"85779"	"ENSMUST00000006112.6"	4185	4075.87	957.43	14.5202
"86093"	"ENSMUST00000018744.14"	2858	2748.87	2433.97	54.7327
"86172"	"ENSMUST00000019986.12"	10713	10603.9	1418.06	8.26637
"86224"	"ENSMUST00000005532.8"	6091	5981.87	8221.14	84.9535
"86339"	"ENSMUST00000015449.5"	7183	7073.87	1673.69	14.6252
"86540"	"ENSMUST00000005749.5"	4300	4190.87	1758.63	25.9392
"86753"	"ENSMUST00000009699.15"	1733	1623.87	1628.62	61.9948
"86812"	"ENSMUST00000017354.12"	3410	3300.87	1296.52	24.2793
"86994"	"ENSMUST00000020381.4"	6420	6310.87	1943.21	19.0334
"87212"	"ENSMUST00000005671.9"	11409	11299.9	1317.36	7.2064
"87372"	"ENSMUST00000017821.11"	2476	2366.87	3860.74	100.828
"87473"	"ENSMUST00000019470.13"	2664	2554.87	4021.47	97.2976
"87494"	"ENSMUST00000022189.8"	3249	3139.87	1194.79	23.5215
"87497"	"ENSMUST00000000394.13"	2290	2180.87	993.195	28.1508
"87509"	"ENSMUST00000020107.7"	7130	7020.87	2246.31	19.7772
"87726"	"ENSMUST00000004140.10"	1289	1179.87	2293.23	120.143
"87805"	"ENSMUST00000006565.12"	1793	1683.87	1814.51	66.6094
"88096"	"ENSMUST00000021133.15"	2526	2416.87	2030.96	51.9437
"88655"	"ENSMUST00000004379.7"	1034	924.872	1702.65	113.797
"88723"	"ENSMUST00000004381.13"	2281	2171.87	1620.14	46.1111
"89010"	"ENSMUST00000022185.9"	2741	2631.87	818.8	19.2309
"89182"	"ENSMUST00000021719.6"	366	257.314	1701.38	408.718
"89196"	"ENSMUST00000022613.9"	2913	2803.87	3292.86	72.594
"89501"	"ENSMUST00000022256.4"	1387	1277.87	1418.02	68.5933
"89976"	"ENSMUST00000021669.14"	749	640.069	1316.25	127.115
"90038"	"ENSMUST00000017530.3"	2078	1968.87	1391.34	43.6818
"90154"	"ENSMUST00000018748.8"	4856	4746.87	6123.79	79.7442
"90436"	"ENSMUST00000003183.11"	2072	1962.87	1308.51	41.2072
"90698"	"ENSMUST00000015605.14"	2566	2456.87	758.558	19.085
"90759"	"ENSMUST00000003527.9"	3513	3403.87	1567.5	28.4656
"90947"	"ENSMUST00000008826.13"	799	690.035	17302.8	1550
"91078"	"ENSMUST00000015100.14"	5962	5852.87	3208.96	33.8908
"91239"	"ENSMUST00000020463.13"	3118	3008.87	841.434	17.2863
"91303"	"ENSMUST00000020285.9"	2613	2503.87	1434.95	35.425
"91458"	"ENSMUST00000021425.7"	1377	1267.87	2580.75	125.822
"91602"	"ENSMUST00000018737.12"	2300	2190.87	2059.13	58.097
"91762"	"ENSMUST00000005487.11"	1298	1188.87	1230.65	63.9858
"91818"	"ENSMUST00000000090.7"	645	536.069	5465.49	630.223
"92082"	"ENSMUST00000019576.14"	1656	1546.87	1542.02	61.62
"92168"	"ENSMUST00000005705.7"	3245	3135.87	12213.2	240.744
"92689"	"ENSMUST00000007865.6"	1356	1246.87	764.078	37.8793
"92779"	"ENSMUST00000001712.7"	7417	7307.87	1941.86	16.4253
"92806"	"ENSMUST00000006137.8"	2320	2210.87	3305.08	92.4068
"92879"	"ENSMUST00000022293.13"	1954	1844.87	4724.27	158.29
"92959"	"ENSMUST00000019276.11"	5849	5739.87	2689.63	28.9652
"93087"	"ENSMUST00000021530.7"	4724	4614.87	2109.66	28.2578
"93191"	"ENSMUST00000001042.9"	2027	1917.87	1940.63	62.5473
"93337"	"ENSMUST00000007708.13"	2410	2300.87	4020.53	108.013
"93368"	"ENSMUST00000018274.9"	3675	3565.87	1046.99	18.1494
"93580"	"ENSMUST00000018569.13"	3813	3703.87	1763.8	29.436
"93594"	"ENSMUST00000005830.14"	1467	1357.87	2848.4	129.667
"94001"	"ENSMUST00000005066.8"	2436	2326.87	1925.32	51.1466
"94055"	"ENSMUST00000005003.11"	3510	3400.87	4230.49	76.893
"94263"	"ENSMUST00000004375.15"	1318	1208.87	4692.99	239.969
"94454"	"ENSMUST00000015003.9"	1993	1883.87	1776.93	58.3048
"94795"	"ENSMUST00000001825.8"	5789	5679.87	1543.64	16.7994
"94897"	"ENSMUST00000005041.14"	2183	2073.87	3369.89	100.443
"94983"	"ENSMUST00000020980.11"	2193	2083.87	4795.79	142.258
"95436"	"ENSMUST00000023486.14"	4890	4780.87	4608.3	59.5826
